Estado;Antiguedad;Vivienda;Plazo;Edad;EstadoCivil;Registros;Trabajo;Gastos;Ingresos;Activos;Deuda;Cantidad;Precio
bueno;20;alquila;36;39;casado;no;freelance;95;202;0;0;600;1461
bueno;4;propietario;60;30;casado;no;tiempo parcial;45;150;4000;2800;1400;1763
bueno;5;alquila;36;46;casado;no;fijo;82;223;0;0;450;650
bueno;3;padres;36;52;casado;si;fijo;60;325;0;0;400;1700
bueno;10;propietario;60;52;casado;no;fijo;60;143;5500;0;1300;1661
bueno;10;alquila;60;36;casado;no;fijo;85;100;0;0;850;1150
bueno;11;propietario;12;25;casado;no;fijo;45;124;2500;1000;800;1602
bueno;22;alquila;48;46;casado;no;fijo;86;110;0;0;1150;1528
malo;0;otra;48;45;casado;no;freelance;75;120;0;0;900;964
bueno;25;propietario;60;53;casado;no;fijo;60;107;4000;0;800;932
malo;2;otra;60;22;soltero;no;fijo;35;83;0;0;1400;1430
bueno;0;otra;36;50;casado;no;tiempo parcial;60;162;20000;0;1000;1615
malo;0;propietario;48;52;casado;si;otros;90;245;3850;2432;1520;1670
bueno;12;privado;60;47;casado;no;fijo;60;243;8500;0;1850;1890
bueno;4;alquila;60;27;soltero;no;fijo;43;76;0;0;650;1070
bueno;12;propietario;18;35;casado;no;fijo;60;400;6000;0;200;2225
bueno;0;padres;48;21;soltero;no;tiempo parcial;35;106;5000;0;500;1131
bueno;22;propietario;36;44;casado;no;fijo;75;120;7000;0;650;1852
malo;3;padres;60;32;soltero;no;fijo;35;122;0;0;2000;2050
bueno;1;alquila;36;34;divorciado;no;fijo;43;80;0;0;700;700
bueno;14;privado;60;36;casado;no;fijo;60;120;4000;1500;1500;1540
bueno;10;alquila;48;36;casado;no;fijo;80;200;0;0;978;1338
bueno;13;alquila;60;36;casado;no;fijo;79;191;4000;700;1000;1209
bueno;1;alquila;60;24;casado;no;fijo;52;67;0;0;800;1137
malo;3;propietario;36;26;soltero;no;freelance;35;NA;60000;3000;800;1000
bueno;5;alquila;12;35;casado;si;freelance;96;210;0;0;300;700
bueno;4;propietario;60;42;soltero;no;fijo;35;110;2500;0;1090;1565
bueno;3;otra;60;55;casado;no;fijo;45;45;0;0;600;864
bueno;19;propietario;60;49;casado;no;fijo;135;150;3500;0;1100;1477
malo;4;padres;60;38;separado;no;fijo;35;100;0;0;1300;1500
bueno;9;propietario;60;32;casado;no;fijo;75;345;6000;3300;700;994
bueno;7;propietario;60;36;casado;no;fijo;60;122;3000;0;750;850
bueno;26;propietario;60;55;casado;no;fijo;60;110;10000;0;1500;1527
malo;2;alquila;60;30;casado;si;freelance;54;90;2000;0;1500;1500
bueno;11;propietario;48;29;casado;no;fijo;75;76;15000;0;300;1336
bueno;4;alquila;36;48;casado;no;freelance;94;340;1000;0;525;525
malo;2;propietario;60;29;casado;si;fijo;60;185;6300;2300;2000;2675
bueno;5;propietario;60;42;casado;no;fijo;75;101;3500;0;1090;1190
bueno;3;propietario;24;32;casado;no;fijo;60;196;5000;300;800;1606
bueno;17;propietario;36;47;casado;no;fijo;75;158;17000;0;1000;2159
bueno;9;padres;60;33;casado;no;fijo;45;221;3000;0;1600;2344
bueno;18;propietario;60;32;soltero;no;fijo;35;133;3500;150;1600;2200
bueno;18;propietario;60;42;casado;no;freelance;90;NA;5000;0;1300;2147
bueno;6;propietario;24;45;casado;no;freelance;90;150;5000;0;250;450
bueno;12;propietario;12;40;casado;no;fijo;75;390;8000;0;500;1732
bueno;2;propietario;36;28;casado;no;tiempo parcial;60;146;2500;0;700;1258
bueno;1;padres;48;29;soltero;no;freelance;45;478;9000;0;2100;2450
bueno;8;otra;24;41;divorciado;no;fijo;60;90;4000;0;500;1600
bueno;25;privado;48;55;casado;no;fijo;60;169;4000;0;1000;1459
malo;25;propietario;60;61;casado;si;freelance;45;100;39000;0;1060;1134
malo;3;alquila;18;30;casado;no;freelance;54;90;0;0;300;425
bueno;2;propietario;48;40;casado;no;freelance;60;160;3000;800;1300;1521
bueno;3;alquila;48;36;casado;si;fijo;82;222;0;0;1900;2100
bueno;18;propietario;60;42;casado;no;fijo;75;111;2500;0;1150;1640
bueno;1;propietario;48;18;soltero;no;tiempo parcial;45;111;7000;0;1100;1299
bueno;4;propietario;36;23;casado;no;fijo;75;168;4000;0;1100;1385
bueno;20;propietario;60;49;casado;no;freelance;90;215;4500;0;1000;1228
bueno;14;propietario;60;28;casado;no;freelance;75;94;5500;9500;1660;2419
bueno;0;padres;36;26;soltero;no;fijo;35;63;0;0;600;994
malo;8;alquila;60;25;casado;si;fijo;73;280;0;0;600;1364
bueno;15;propietario;48;33;casado;no;fijo;75;220;7000;0;1300;2400
bueno;3;propietario;60;30;casado;no;fijo;45;126;3500;2400;1000;1120
bueno;20;propietario;36;44;casado;no;fijo;60;120;3000;0;350;400
malo;2;padres;60;25;divorciado;no;tiempo parcial;35;90;0;0;900;1111
bueno;17;propietario;24;55;casado;no;freelance;75;191;14000;0;1000;2420
bueno;20;alquila;60;41;soltero;no;freelance;50;148;4000;0;835;1356
malo;0;otra;60;47;viudo;si;freelance;45;NA;0;0;1500;1600
bueno;2;padres;24;26;soltero;no;fijo;35;88;0;0;325;450
bueno;11;padres;60;27;casado;no;fijo;60;150;2500;0;1100;1129
malo;12;propietario;60;34;casado;no;fijo;60;115;4000;0;1650;1686
malo;1;alquila;60;31;divorciado;si;fijo;43;76;0;0;500;1300
bueno;2;propietario;60;37;casado;no;fijo;60;145;3500;1100;1250;1763
malo;17;privado;60;48;casado;si;freelance;60;69;7000;0;1400;1813
bueno;13;propietario;60;52;casado;no;freelance;60;NA;20000;0;1370;1714
bueno;3;padres;36;22;soltero;no;fijo;35;60;19000;0;775;1050
malo;4;padres;48;25;soltero;no;fijo;35;73;0;0;700;814
bueno;38;propietario;48;56;viudo;no;fijo;35;112;3000;0;850;960
malo;12;propietario;60;39;casado;no;fijo;90;95;4000;250;1450;1686
bueno;15;padres;48;40;soltero;no;fijo;35;150;0;0;1000;1399
bueno;20;propietario;60;51;casado;no;fijo;60;250;2500;0;1250;1825
bueno;0;padres;48;27;soltero;si;fijo;35;46;0;0;900;1216
bueno;2;privado;60;25;casado;no;fijo;45;60;3000;0;1150;1163
malo;4;otra;60;25;soltero;no;tiempo parcial;35;92;0;0;1400;1661
bueno;7;propietario;60;36;casado;no;fijo;90;120;6000;1500;900;1175
bueno;4;propietario;12;32;casado;no;fijo;45;231;13000;290;400;1198
malo;2;alquila;60;32;casado;no;fijo;93;175;0;0;1650;1688
bueno;2;padres;48;23;soltero;no;tiempo parcial;35;160;3500;1200;1200;1426
bueno;1;padres;60;22;soltero;no;fijo;35;109;0;0;1000;1466
malo;0;padres;48;25;casado;no;fijo;60;247;0;0;1900;1900
malo;0;otra;60;34;soltero;no;fijo;35;140;3000;0;1550;1570
bueno;2;otra;60;41;separado;no;freelance;35;100;5000;0;1200;1450
bueno;8;padres;48;28;soltero;no;fijo;35;115;500;0;360;363
bueno;1;alquila;36;37;casado;no;freelance;90;NA;0;0;850;998
bueno;3;alquila;36;34;soltero;no;fijo;41;63;30000;0;625;921
malo;0;padres;60;20;soltero;no;fijo;35;79;0;0;1570;1575
bueno;10;alquila;48;38;casado;no;freelance;78;333;0;0;700;1386
bueno;4;propietario;48;49;soltero;si;fijo;35;183;8000;0;1200;1531
bueno;2;padres;24;21;soltero;no;freelance;35;NA;0;0;250;355
malo;0;propietario;36;36;casado;no;otros;45;25;3500;0;1300;2246
bueno;20;privado;60;39;casado;no;fijo;90;159;2000;0;750;790
malo;10;alquila;60;39;casado;si;freelance;119;292;13000;2500;1500;2262
bueno;0;alquila;60;29;casado;no;tiempo parcial;61;160;0;0;1000;1055
bueno;21;alquila;36;42;casado;no;fijo;74;135;450;0;240;1275
malo;3;alquila;60;48;separado;si;fijo;47;120;0;0;1000;1077
bueno;2;propietario;36;27;viudo;no;fijo;35;135;8000;0;750;1296
malo;3;propietario;36;43;casado;no;freelance;45;NA;3500;0;600;800
malo;1;propietario;60;46;casado;si;fijo;75;209;11000;0;1800;2015
bueno;19;alquila;18;39;soltero;no;fijo;45;100;0;0;450;997
malo;3;alquila;24;22;soltero;no;freelance;50;148;0;0;700;950
malo;25;padres;60;64;casado;si;fijo;45;130;0;0;2047;2946
bueno;2;alquila;60;28;soltero;no;fijo;45;101;0;0;1300;1333
bueno;3;padres;36;21;soltero;no;tiempo parcial;35;49;0;0;750;850
bueno;5;alquila;30;58;casado;no;fijo;80;200;15000;0;520;690
malo;6;alquila;36;41;casado;si;freelance;75;NA;0;0;775;875
bueno;10;alquila;36;47;soltero;no;tiempo parcial;86;114;3500;0;400;872
bueno;17;alquila;24;49;casado;no;freelance;80;53;0;0;600;1104
bueno;0;propietario;12;22;soltero;no;fijo;35;132;3500;0;300;509
malo;0;propietario;60;62;casado;no;otros;45;42;4000;0;500;827
malo;2;padres;36;24;soltero;no;fijo;35;90;0;0;1000;1150
bueno;28;propietario;24;59;casado;no;freelance;60;606;6000;0;1550;1760
bueno;0;alquila;48;36;casado;no;fijo;74;141;0;0;1150;1485
bueno;5;propietario;60;36;casado;no;fijo;75;141;4000;0;1300;1435
malo;5;padres;36;45;casado;si;fijo;75;68;0;0;2375;2875
bueno;12;propietario;36;41;casado;no;freelance;60;NA;10000;0;1000;2100
bueno;4;propietario;24;30;casado;si;fijo;45;165;3000;0;250;450
bueno;6;padres;60;43;casado;no;freelance;75;70;4000;0;1000;1548
bueno;0;alquila;24;23;soltero;no;fijo;42;70;0;0;125;125
bueno;9;propietario;48;41;separado;no;fijo;35;60;8000;1000;1200;1538
bueno;9;alquila;36;31;casado;si;freelance;84;241;10000;0;3800;5852
malo;2;alquila;12;47;casado;si;fijo;103;426;0;0;350;450
malo;2;alquila;60;36;separado;si;freelance;35;NA;0;0;2000;2676
bueno;2;padres;12;25;soltero;si;freelance;35;74;18000;0;600;1638
bueno;18;propietario;60;49;casado;no;fijo;135;180;13500;0;900;994
bueno;16;propietario;36;57;casado;no;fijo;60;154;4000;130;700;1090
malo;10;propietario;60;26;casado;no;fijo;60;63;5000;3000;1400;1432
bueno;11;propietario;60;37;casado;no;fijo;90;289;7000;250;1200;1599
malo;14;propietario;36;45;separado;no;fijo;45;190;12000;0;2100;2758
bueno;4;alquila;60;24;casado;no;fijo;75;147;0;0;1300;1700
malo;1;propietario;60;42;casado;si;fijo;105;198;3500;250;1000;1245
malo;2;alquila;24;23;soltero;si;freelance;75;400;0;0;750;900
bueno;1;alquila;60;38;casado;no;tiempo parcial;58;130;0;0;1450;1593
malo;2;propietario;60;36;casado;si;freelance;60;140;29000;0;3900;4812
bueno;13;padres;60;27;casado;no;fijo;60;100;0;0;950;1152
bueno;5;propietario;24;37;casado;no;freelance;90;143;7000;0;700;900
malo;1;alquila;36;25;casado;no;fijo;54;87;0;0;500;646
bueno;6;alquila;60;23;casado;no;fijo;62;171;0;0;1000;1209
bueno;20;propietario;36;47;casado;no;fijo;75;203;4000;0;1050;1258
bueno;9;propietario;18;52;casado;no;fijo;60;154;5500;0;500;1531
bueno;15;propietario;12;55;casado;no;fijo;45;130;7000;0;200;1240
bueno;0;padres;48;28;soltero;no;fijo;35;90;3500;0;1000;1210
bueno;5;padres;60;24;soltero;no;fijo;35;92;0;0;1030;1068
bueno;15;padres;36;40;casado;si;freelance;75;NA;0;0;375;375
bueno;4;propietario;48;36;casado;no;fijo;75;210;4000;0;1800;2628
bueno;4;propietario;24;26;casado;no;fijo;45;115;4000;0;500;1400
bueno;5;padres;18;22;soltero;no;fijo;35;80;0;0;600;1132
bueno;2;padres;60;25;soltero;no;fijo;35;110;0;0;860;959
bueno;4;propietario;24;44;casado;no;freelance;75;86;5000;0;900;1100
bueno;0;propietario;60;56;casado;no;otros;60;117;3000;0;1200;1347
bueno;1;otra;42;33;casado;si;fijo;90;138;3500;606;1400;1700
bueno;7;propietario;60;42;casado;no;fijo;45;88;4000;0;850;1033
bueno;11;padres;12;29;casado;no;fijo;60;54;0;0;600;1683
bueno;40;alquila;18;62;casado;no;freelance;77;166;10000;0;900;2040
bueno;10;propietario;60;33;casado;no;fijo;75;364;60000;0;1300;1804
bueno;3;propietario;48;32;casado;no;freelance;75;65;10500;1500;1500;2155
bueno;24;propietario;60;54;casado;no;freelance;45;109;17000;0;2000;3400
bueno;6;padres;36;24;soltero;no;fijo;35;57;0;0;380;490
malo;2;alquila;48;36;divorciado;no;fijo;45;99;0;0;750;1350
bueno;3;padres;48;27;casado;no;fijo;45;227;0;0;1150;1575
bueno;11;propietario;60;29;soltero;no;fijo;35;57;1500;0;700;994
bueno;1;padres;24;22;soltero;no;tiempo parcial;35;80;0;0;150;400
malo;5;alquila;36;22;soltero;no;fijo;42;70;0;0;850;870
bueno;1;alquila;48;39;casado;no;fijo;86;105;0;0;1300;1600
malo;1;padres;48;24;soltero;si;fijo;35;65;0;0;900;1061
bueno;20;propietario;48;39;casado;no;freelance;75;45;10000;0;2000;3650
bueno;7;padres;48;31;soltero;si;fijo;35;72;5500;0;1000;1051
bueno;3;padres;36;31;casado;si;fijo;60;80;0;0;1450;1700
bueno;25;propietario;48;47;casado;no;freelance;60;157;15000;0;1990;2460
bueno;12;propietario;36;46;casado;si;fijo;60;117;3000;0;825;1325
bueno;4;alquila;36;32;casado;no;fijo;55;100;0;0;300;500
bueno;0;privado;12;28;casado;no;fijo;60;130;3000;2000;380;1308
bueno;15;propietario;12;49;casado;no;freelance;75;NA;17000;0;700;1420
bueno;20;propietario;12;60;casado;no;freelance;60;NA;40000;0;700;1420
malo;0;otra;60;31;casado;si;fijo;90;NA;0;0;1450;1604
bueno;12;propietario;54;35;casado;no;fijo;75;113;3000;600;1650;1800
bueno;10;propietario;48;44;casado;no;fijo;75;450;12000;0;1030;1128
bueno;0;padres;48;21;soltero;no;fijo;35;50;0;0;1000;1091
malo;2;propietario;48;20;soltero;no;freelance;35;450;31000;0;1500;1853
malo;0;ignorar;36;45;casado;no;tiempo parcial;75;87;1500;0;300;480
bueno;1;propietario;60;34;casado;si;fijo;45;180;2500;300;1300;1817
bueno;1;alquila;60;21;casado;no;fijo;58;132;0;0;1275;1381
malo;6;propietario;36;44;casado;no;fijo;75;150;7000;600;650;650
bueno;1;alquila;36;34;casado;no;freelance;94;189;15000;1500;1500;2435
bueno;15;alquila;48;40;casado;si;fijo;88;125;0;0;1100;1498
bueno;11;padres;36;29;soltero;no;fijo;35;64;0;0;600;1314
bueno;1;alquila;36;44;casado;no;fijo;105;145;0;0;1000;2275
malo;1;alquila;36;27;soltero;no;fijo;42;67;0;0;1000;1350
malo;1;propietario;36;27;casado;no;tiempo parcial;45;127;4500;3000;600;745
bueno;11;propietario;48;46;casado;no;freelance;75;160;10000;0;1150;1156
bueno;2;propietario;60;43;casado;si;fijo;45;63;3000;0;1100;1683
bueno;1;propietario;36;25;viudo;no;fijo;45;60;2000;0;525;800
bueno;11;alquila;60;28;soltero;no;fijo;42;67;0;0;900;1399
bueno;3;propietario;48;30;casado;no;fijo;75;88;6000;400;1200;1796
malo;1;alquila;48;29;casado;no;tiempo parcial;77;170;0;0;1300;2262
bueno;15;alquila;60;39;casado;no;freelance;60;145;5000;0;1300;1625
malo;1;otra;42;24;soltero;si;fijo;35;60;0;0;1200;1616
bueno;8;propietario;12;29;casado;no;fijo;45;92;6000;2400;100;1492
bueno;10;privado;60;55;casado;no;fijo;60;195;4000;0;1900;2150
bueno;3;alquila;36;27;casado;no;fijo;68;80;0;0;325;400
malo;2;propietario;36;20;soltero;no;freelance;35;NA;80000;30000;750;1350
bueno;0;otra;42;24;soltero;no;fijo;35;42;0;0;800;1450
bueno;9;otra;36;32;soltero;no;fijo;35;125;0;0;1000;1725
bueno;4;alquila;48;38;casado;no;fijo;91;161;5000;0;800;1008
bueno;0;padres;24;24;soltero;no;tiempo parcial;35;117;4000;0;1000;1489
bueno;7;propietario;18;33;casado;no;freelance;60;164;4000;0;550;1679
bueno;1;padres;60;30;soltero;no;fijo;35;75;0;0;1000;1156
bueno;25;otra;18;43;casado;no;fijo;75;85;700;0;400;1205
bueno;6;alquila;60;34;separado;no;fijo;47;120;0;0;1100;1700
bueno;3;alquila;48;35;separado;no;fijo;59;240;0;0;1300;1627
bueno;4;propietario;60;24;casado;no;freelance;60;250;9000;3400;1250;1300
malo;0;propietario;60;30;casado;no;otros;60;78;3500;0;1250;1365
bueno;5;propietario;18;28;casado;no;fijo;60;102;2500;1300;450;1437
malo;12;propietario;48;49;casado;si;fijo;45;152;7500;0;1100;2120
bueno;4;privado;24;44;casado;no;fijo;75;96;4000;0;580;923
malo;9;padres;60;31;soltero;si;fijo;35;92;0;0;1000;1161
bueno;2;padres;60;26;casado;no;fijo;45;199;0;0;1500;1698
bueno;0;propietario;48;43;casado;no;tiempo parcial;75;71;14000;0;1100;1660
bueno;13;propietario;60;38;soltero;no;fijo;45;80;4000;0;1060;1274
bueno;2;otra;42;25;casado;no;fijo;60;190;0;0;1100;1729
bueno;8;propietario;36;40;casado;no;freelance;75;200;10000;0;700;800
bueno;14;privado;12;49;casado;no;fijo;90;140;3000;500;400;1432
malo;11;alquila;48;40;casado;no;fijo;59;140;0;0;1000;1930
malo;20;propietario;36;57;casado;no;fijo;90;114;5000;1500;1000;1193
bueno;1;padres;48;28;soltero;no;fijo;35;140;0;0;1400;1728
bueno;14;padres;60;28;casado;no;fijo;45;140;0;0;1150;1301
bueno;13;propietario;48;54;casado;si;fijo;45;90;2500;0;1000;1198
bueno;0;propietario;36;36;casado;no;fijo;75;424;9500;700;1000;1690
bueno;1;alquila;60;26;casado;no;tiempo parcial;61;155;0;0;1035;1709
malo;0;propietario;60;36;casado;si;freelance;75;NA;6000;0;1650;1861
bueno;10;alquila;60;26;casado;no;fijo;78;175;0;0;1000;1314
bueno;28;padres;24;44;casado;no;freelance;90;180;0;0;450;1472
bueno;8;propietario;36;30;casado;no;fijo;60;50;5000;400;300;1890
bueno;1;propietario;36;24;casado;no;fijo;45;113;3500;0;1200;1702
malo;1;alquila;48;26;soltero;no;fijo;45;100;0;0;1400;1968
malo;0;otra;60;27;casado;si;fijo;75;NA;0;0;1600;1786
bueno;1;propietario;60;44;casado;no;freelance;90;905;20000;15000;1200;1381
bueno;1;otra;36;29;soltero;no;fijo;35;52;0;0;1000;1152
bueno;8;propietario;60;32;casado;no;fijo;75;157;3500;1800;1300;1590
bueno;10;propietario;24;46;casado;no;freelance;120;400;6000;2700;600;1080
bueno;4;alquila;48;39;casado;no;fijo;91;157;0;0;1300;1501
malo;0;padres;60;30;casado;no;freelance;60;NA;0;0;1000;1110
malo;10;propietario;60;27;casado;no;fijo;45;120;5000;2000;1570;1914
bueno;9;alquila;60;37;casado;no;fijo;91;162;0;0;1000;1537
malo;0;propietario;48;26;casado;no;freelance;45;NA;16000;3648;400;1751
bueno;5;alquila;24;29;casado;no;freelance;45;NA;0;0;800;1197
bueno;8;propietario;36;60;casado;no;freelance;45;78;11000;0;500;670
malo;0;alquila;36;26;casado;no;tiempo parcial;80;195;0;0;600;785
bueno;2;alquila;60;33;soltero;no;fijo;75;400;0;0;1450;1457
malo;0;otra;36;52;casado;no;freelance;45;NA;0;0;500;1050
bueno;6;alquila;24;28;casado;no;fijo;62;166;0;0;500;1150
bueno;20;propietario;48;53;casado;no;fijo;60;135;4000;0;1170;1297
bueno;10;propietario;60;36;casado;no;fijo;75;204;5000;0;1400;1460
bueno;14;propietario;36;34;casado;no;fijo;75;155;3000;1000;400;1908
bueno;1;propietario;36;30;casado;no;fijo;45;120;3000;1100;1750;2245
bueno;3;padres;60;25;soltero;no;fijo;35;130;6000;0;625;1083
bueno;2;propietario;18;43;casado;no;freelance;90;356;5000;800;700;1073
bueno;25;otra;60;50;casado;no;fijo;90;230;0;0;800;860
bueno;36;propietario;48;58;casado;no;fijo;45;100;5500;108;700;1291
bueno;11;propietario;60;44;casado;si;fijo;60;130;3500;0;1400;1731
bueno;7;propietario;60;23;soltero;no;fijo;60;145;4500;0;1100;1150
bueno;0;alquila;18;34;casado;si;tiempo parcial;98;81;0;0;300;450
bueno;1;propietario;60;29;casado;no;fijo;60;136;7000;0;1000;1688
bueno;17;propietario;60;32;casado;no;fijo;75;200;5000;2500;1550;1721
malo;2;propietario;36;19;soltero;si;freelance;35;NA;9000;0;500;1100
bueno;18;alquila;42;35;casado;no;fijo;76;157;0;0;800;1687
bueno;0;padres;48;24;soltero;no;tiempo parcial;45;76;0;0;1640;1649
bueno;2;propietario;60;25;casado;no;freelance;45;200;6000;1500;1600;1866
bueno;1;padres;12;24;soltero;no;fijo;35;128;0;0;300;1056
bueno;2;propietario;18;37;casado;no;fijo;90;90;1500;0;400;1166
malo;5;alquila;48;30;separado;si;tiempo parcial;39;41;0;0;1300;1600
bueno;12;propietario;48;35;casado;no;fijo;45;125;6000;0;350;1511
bueno;1;otra;36;28;soltero;no;freelance;35;100;0;0;1950;2074
bueno;14;propietario;60;45;casado;no;fijo;120;250;18000;0;450;911
malo;3;padres;36;19;soltero;si;fijo;35;47;0;0;500;700
bueno;2;padres;24;30;casado;no;tiempo parcial;45;57;0;0;500;974
malo;6;propietario;12;36;casado;si;fijo;90;78;6000;2700;300;500
malo;2;alquila;36;29;casado;no;fijo;85;100;0;0;2100;2300
bueno;13;propietario;60;28;casado;no;fijo;60;102;3500;0;1175;1375
bueno;0;alquila;60;27;casado;no;fijo;58;133;0;0;400;1136
bueno;3;otra;48;22;soltero;no;freelance;60;104;5000;0;1300;1813
bueno;15;propietario;60;40;casado;si;freelance;75;NA;16000;0;1150;1850
bueno;1;padres;48;26;soltero;no;freelance;35;500;0;0;1300;1561
malo;8;alquila;60;40;separado;no;fijo;70;100;0;0;1300;1510
malo;1;propietario;60;52;soltero;no;fijo;35;150;6000;0;1580;1756
malo;1;padres;60;24;soltero;no;tiempo parcial;35;115;0;0;1400;1420
malo;0;propietario;48;38;casado;no;freelance;90;38;2800;0;1050;1238
malo;1;alquila;36;25;casado;no;tiempo parcial;67;67;0;0;775;850
malo;3;alquila;60;38;casado;si;tiempo parcial;72;123;0;0;1030;1170
bueno;18;propietario;60;36;casado;no;fijo;45;85;3000;0;1500;1856
malo;0;propietario;60;44;divorciado;si;fijo;60;60;4000;3378;1400;1703
malo;4;propietario;60;33;casado;no;tiempo parcial;90;82;3500;1000;1300;1795
bueno;1;propietario;36;36;soltero;no;fijo;35;345;18000;0;2000;2961
bueno;0;padres;36;26;casado;no;tiempo parcial;60;142;0;0;1000;1426
bueno;10;propietario;24;63;casado;no;freelance;60;107;17000;0;800;1472
bueno;2;propietario;60;40;casado;no;fijo;90;161;8000;470;1200;1670
malo;4;otra;60;24;soltero;no;tiempo parcial;35;63;0;0;900;1777
bueno;4;propietario;24;22;soltero;no;fijo;35;79;4000;0;1000;1618
malo;7;padres;60;40;casado;no;fijo;90;93;8000;0;1300;1588
bueno;11;propietario;36;26;casado;no;fijo;45;137;6000;0;1000;1264
malo;4;privado;60;30;casado;si;fijo;60;74;1500;0;870;875
bueno;15;propietario;48;31;casado;no;fijo;60;131;3000;0;770;872
bueno;4;propietario;48;22;soltero;no;fijo;45;113;14000;0;1300;1410
malo;1;propietario;60;61;casado;no;otros;45;30;6000;0;1000;1055
bueno;7;padres;30;33;casado;no;fijo;75;154;4000;125;850;2243
bueno;28;propietario;24;45;casado;no;fijo;75;164;5000;0;600;1190
bueno;3;propietario;36;35;casado;no;fijo;75;84;3000;144;475;800
malo;1;propietario;60;24;casado;no;fijo;45;199;6500;3000;1400;1702
bueno;3;padres;48;26;soltero;no;fijo;35;120;0;0;1100;2080
bueno;6;otra;60;63;casado;no;fijo;45;234;0;0;610;1027
bueno;5;propietario;48;41;casado;no;fijo;90;275;25000;1000;1800;2260
bueno;17;propietario;48;42;casado;no;freelance;75;250;7000;1000;1600;2078
malo;1;alquila;48;37;separado;si;fijo;46;110;0;0;900;1312
malo;5;propietario;60;44;casado;no;freelance;45;65;4000;0;1400;1847
bueno;2;alquila;36;36;casado;no;freelance;95;200;5000;0;800;1158
malo;0;alquila;48;37;casado;si;tiempo parcial;120;300;8000;2000;1500;2977
